"name","pos","gp","min","wp48","pop48","wins","pts","reb","ast","to","blk","stl","pf","year","team"
"Lauri Markkanen","C (5.0)","52","1682",".045","-1.7","1.59","27.8","13.4","2.1","2.4","0.9","1.1","3.5",2018,"chi"
"Otto Porter Jr.","PF (4.0)","15","492",".098","-0.0","1.00","25.6","8.1","3.9","2.4","0.9","1.8","2.8",2018,"chi"
"Rawle Alkins","SG (3.0)","10","120",".024","-2.3","0.06","14.8","10.4","5.2","3.2","0.0","0.4","2.8",2018,"chi"
"Robin Lopez","C (5.0)","74","1606",".069","-0.9","2.32","21.0","8.5","2.7","2.9","2.3","0.3","3.7",2018,"chi"
"Ryan Arcidiacono","PG (1.0)","81","1961",".165","2.1","6.74","13.3","5.4","6.6","1.5","0.1","1.6","4.2",2018,"chi"
"Shaquille Harrison","SF (3.1)","73","1430",".126","0.8","3.75","15.9","7.5","4.7","2.0","1.0","3.0","4.2",2018,"chi"
"Timothe Luwawu-Cabarrot","PF (4.0)","29","546","-.098","-6.1","-1.11","17.2","6.9","1.9","1.4","0.6","1.3","5.2",2018,"chi"
"Tyler Ulis","PG (1.0)","1","1","-.005","-3.2","-0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"chi"
"Walt Lemon Jr.","SF (3.0)","6","167",".067","-1.0","0.23","24.7","7.8","8.6","2.9","0.3","3.2","4.0",2018,"chi"
"Wayne Selden Jr.","SG (3.0)","43","984","-.011","-3.4","-0.23","16.7","6.6","3.6","2.7","0.3","1.1","4.0",2018,"chi"
"Wendell Carter Jr.","C (4.0)","44","1110",".074","-0.8","1.72","19.7","13.3","3.4","2.8","2.5","1.1","6.6",2018,"chi"
"Zach LaVine","SG (2.0)","63","2171",".092","-0.2","4.15","33.0","6.5","6.3","4.8","0.6","1.3","3.1",2018,"chi"
"Adam Mokoka","SG (2.0)","11","112",".030","-2.1","0.07","13.7","4.3","1.7","0.9","0.0","1.7","7.3",2019,"chi"
"Chandler Hutchison","GF (3.0)","28","527",".069","-0.9","0.76","19.9","9.8","2.4","2.5","0.6","2.5","4.3",2019,"chi"
"Coby White","SG (1.8)","65","1674","-.022","-3.7","-0.75","24.6","6.6","5.0","3.1","0.2","1.4","3.4",2019,"chi"
"Cristiano Felicio","C (5.0)","22","386",".106","0.2","0.85","10.7","12.7","2.0","2.2","0.2","1.2","4.2",2019,"chi"
"Daniel Gafford","C (5.0)","43","609",".044","-1.7","0.55","17.3","8.4","1.7","2.3","4.4","1.0","7.7",2019,"chi"
"Denzel Valentine","SG (2.0)","36","488",".029","-2.2","0.30","24.2","7.3","4.2","2.6","0.6","2.6","5.0",2019,"chi"
"Kris Dunn","GF (3.0)","51","1269",".105","0.2","2.78","14.1","7.0","6.5","2.6","0.6","3.8","6.0",2019,"chi"
"Lauri Markkanen","PF (4.2)","50","1492",".021","-2.4","0.64","23.7","10.1","2.4","2.6","0.7","1.4","3.1",2019,"chi"
"Luke Kornet","FC (5.0)","36","559","-.094","-6.0","-1.10","18.5","7.2","2.7","1.2","2.2","0.9","4.6",2019,"chi"
"Max Strus","SG (2.0)","2","6",".411","9.7","0.05","40.0","8.0","0.0","0.0","0.0","0.0","8.0",2019,"chi"
"Otto Porter Jr.","SF (4.0)","14","331",".050","-1.5","0.34","24.2","7.0","3.6","1.6","0.9","2.2","4.5",2019,"chi"
"Ryan Arcidiacono","PG (1.0)","58","930",".048","-1.6","0.94","13.5","5.7","5.0","1.9","0.2","1.4","5.0",2019,"chi"
"Shaquille Harrison","SF (3.1)","43","484",".199","3.1","2.00","20.7","8.5","4.9","1.9","1.9","3.4","5.5",2019,"chi"
"Thaddeus Young","PF (4.0)","64","1591",".045","-1.7","1.50","19.9","9.5","3.5","3.1","0.7","2.8","4.0",2019,"chi"
"Tomas Satoransky","PG (1.0)","65","1878",".133","1.0","5.19","16.5","6.5","9.0","3.3","0.2","2.0","3.5",2019,"chi"
"Wendell Carter Jr.","C (5.0)","43","1256",".058","-1.3","1.52","18.5","15.5","1.9","2.8","1.4","1.3","6.2",2019,"chi"
"Zach LaVine","SG (2.4)","60","2085",".071","-0.9","3.06","35.2","6.7","5.8","4.7","0.6","2.0","3.0",2019,"chi"
"Thaddeus Young","PF (3.5)","68","1652",".259","5.0","8.92","23.9","12.2","8.5","4.0","1.2","2.1","4.4",2020,"chi"
"Zach LaVine","SG (1.7)","58","2034",".167","2.1","7.06","37.6","6.8","6.7","4.8","0.6","1.1","3.3",2020,"chi"
"Tomas Satoransky","SG (2.8)","58","1307",".178","2.5","4.86","16.4","5.2","10.0","3.5","0.5","1.5","3.3",2020,"chi"
"Otto Porter Jr.","SF (3.2)","25","540",".170","2.2","1.91","21.9","12.3","4.4","2.2","0.4","1.1","3.3",2020,"chi"
"Daniel Gafford","PF (4.7)","31","383",".220","3.8","1.75","18.4","12.9","2.1","2.8","4.3","1.5","6.8",2020,"chi"
"Garrett Temple","SG (2.2)","56","1528",".045","-1.7","1.43","13.3","5.0","3.9","1.8","0.9","1.3","4.0",2020,"chi"
"Nikola Vucevic","C (5.0)","26","848",".074","-0.8","1.31","31.6","17.0","5.8","2.4","1.1","1.3","3.3",2020,"chi"
"Patrick Williams","PF (4.0)","71","1983",".031","-2.1","1.28","15.9","7.9","2.4","2.4","1.1","1.5","3.0",2020,"chi"
"Lauri Markkanen","PF (4.5)","51","1317",".038","-1.9","1.05","25.3","9.8","1.6","1.9","0.5","0.9","2.7",2020,"chi"
"Daniel Theis","C (4.7)","23","574",".071","-0.9","0.85","19.2","11.4","3.4","2.1","1.2","1.3","3.9",2020,"chi"
"Wendell Carter Jr.","C (5.0)","32","792",".050","-1.5","0.82","21.1","15.1","4.2","3.0","1.5","1.1","5.8",2020,"chi"
"Ryan Arcidiacono","PG (1.0)","44","450",".081","-0.6","0.76","14.5","7.1","6.0","1.1","0.0","1.0","5.0",2020,"chi"
"Troy Brown Jr.","SF (2.8)","13","237",".152","1.6","0.75","14.4","8.9","2.0","1.0","0.4","1.4","4.1",2020,"chi"
"Javonte Green","PG (1.4)","16","128",".177","2.4","0.47","15.3","7.1","2.2","2.2","1.5","3.7","4.9",2020,"chi"
"Denzel Valentine","SG (2.6)","62","1036",".020","-2.4","0.44","18.8","9.1","4.9","1.9","0.3","1.4","3.2",2020,"chi"
"Cristiano Felicio","C (5.0)","18","84",".155","1.8","0.27","13.2","14.9","5.2","2.3","0.0","2.3","5.7",2020,"chi"
"Devon Dotson","PG (1.0)","11","50",".209","3.4","0.22","22.0","4.8","6.7","0.0","0.0","3.8","2.9",2020,"chi"
"Coby White","PG (1.0)","69","2156",".003","-3.0","0.13","23.2","6.3","7.3","3.5","0.4","0.8","4.0",2020,"chi"
"Orlando Woolridge","SF (3.1)","4","126",".026","-2.3","0.07","30.5","5.7","5.3","5.0","0.0","1.9","3.8",2020,"chi"
"Al-Farouq Aminu","PF (4.0)","6","67","-.018","-3.7","-0.03","6.4","13.5","1.4","2.1","0.0","1.4","5.0",2020,"chi"
"Luke Kornet","PF (5.0)","13","94","-.080","-5.6","-0.16","13.3","8.2","2.0","0.5","3.6","1.0","0.5",2020,"chi"
"Chandler Hutchison","SF (3.0)","7","64","-.140","-7.4","-0.19","9.8","15.1","3.0","3.8","0.0","1.5","6.8",2020,"chi"
"Adam Mokoka","SG (1.9)","14","56","-.201","-9.3","-0.24","12.8","4.3","4.3","4.3","0.9","2.6","4.3",2020,"chi"
"A.J. Bramlett","PF (4.0)","8","61","-.203","-9.4","-0.26","6.3","17.3","0.0","2.4","0.0","0.8","10.2",1999,"cle"
"Andre Miller","PG (1.1)","82","2096",".181","2.5","7.90","20.9","6.4","10.9","3.8","0.4","1.9","4.4",1999,"cle"
"Andrew DeClercq","C (5.0)","82","1826",".104","0.1","3.94","14.3","11.5","1.5","2.8","1.7","1.7","7.2",1999,"cle"
"Benoit Benjamin","C (5.0)","3","8","-.187","-8.9","-0.03","12.0","6.0","0.0","0.0","6.0","0.0","6.0",1999,"cle"
"Bob Sura","G (2.0)","73","2218",".153","1.7","7.09","21.8","6.2","6.1","3.2","0.4","2.0","4.3",1999,"cle"
"Brevin Knight","PG (1.0)","65","1754",".139","1.2","5.08","16.5","5.3","12.5","4.3","0.6","2.9","5.1",1999,"cle"
"Cedric Henderson","SF (3.0)","61","1107","-.002","-3.1","-0.05","14.2","6.1","2.4","2.9","0.7","1.7","4.3",1999,"cle"
"Danny Ferry","SF (4.0)","63","1326",".061","-1.2","1.69","16.8","8.6","2.4","2.0","0.9","0.8","6.6",1999,"cle"
"Donny Marshall","SF (3.0)","6","39","-.265","-11.3","-0.22","13.5","1.2","0.0","3.7","0.0","2.5","8.6",1999,"cle"
"Earl Boykins","PG (1.0)","25","253",".149","1.6","0.79","25.0","4.7","8.5","3.2","0.2","2.3","4.4",1999,"cle"
"Kornel David","PF (4.0)","6","31",".218","3.7","0.14","17.0","12.4","1.5","3.1","1.5","6.2","10.8",1999,"cle"
"Lamond Murray","SF (3.1)","74","2365",".092","-0.2","4.54","23.8","8.6","2.7","3.7","0.7","2.1","4.2",1999,"cle"
"Lari Ketner","PF (4.0)","16","91",".068","-1.0","0.13","12.7","14.2","0.0","3.7","1.1","1.6","6.3",1999,"cle"
"Mark Bryant","PF (4.0)","75","1714",".065","-1.1","2.30","11.9","9.9","1.7","2.4","0.9","0.9","7.0",1999,"cle"
"Mark Hendrickson","F (4.0)","10","50",".209","3.4","0.22","11.5","10.6","2.9","2.9","1.0","1.9","6.7",1999,"cle"
"Pete Chilcutt","PF (4.0)","6","30",".158","1.8","0.10","0.0","14.4","1.6","0.0","0.0","0.0","4.8",1999,"cle"
"Ryan Stack","PF (4.0)","25","198","-.140","-7.4","-0.58","12.6","10.9","1.2","4.1","2.7","1.0","11.4",1999,"cle"
"Shawn Kemp","FC (4.9)","82","2487",".001","-3.1","0.05","28.2","14.0","2.7","5.6","1.9","1.9","7.2",1999,"cle"
"Trajan Langdon","SG (2.0)","10","145",".112","0.4","0.34","16.2","5.0","3.6","2.0","0.0","1.7","5.3",1999,"cle"
"Wesley Person","GF (2.3)","79","2056",".139","1.3","5.97","17.0","6.2","3.4","1.4","0.4","0.9","2.8",1999,"cle"
"Andre Miller","PG (1.0)","82","2848",".172","2.3","10.19","21.8","6.1","11.1","4.5","0.5","2.0","3.9",2000,"cle"
"Anthony Johnson","PG (1.0)","28","232","-.095","-6.0","-0.46","13.7","4.3","9.1","2.9","0.2","1.2","4.3",2000,"cle"
"Bimbo Coles","PG (1.0)","47","804","-.064","-5.1","-1.07","13.9","2.9","8.2","3.5","0.4","1.6","5.2",2000,"cle"
"Brevin Knight","PG (1.0)","6","93","-.039","-4.3","-0.08","4.6","3.6","12.9","3.6","0.5","3.1","8.8",2000,"cle"
"Cedric Henderson","SF (3.0)","55","961","-.073","-5.3","-1.45","11.7","4.5","3.9","3.1","1.1","1.4","5.0",2000,"cle"
"Chris Gatling","F (4.5)","74","1670","-.026","-3.9","-0.89","24.2","11.2","1.8","3.4","0.8","1.5","5.3",2000,"cle"
"Chris Mihm","FC (5.0)","59","1166",".003","-3.0","0.07","18.4","11.5","0.7","3.3","2.2","0.8","6.4",2000,"cle"
"Chucky Brown","F (4.0)","20","265","-.075","-5.4","-0.41","14.1","6.5","1.1","1.1","1.1","1.1","4.9",2000,"cle"
"Clarence Weatherspoon","F (4.0)","82","2774",".230","4.1","13.28","16.0","13.8","1.8","1.9","1.8","1.5","3.0",2000,"cle"
"Etdrick Bohannon","PF (5.0)","6","19",".367","8.3","0.15","20.2","17.7","0.0","2.5","5.1","0.0","10.1",2000,"cle"
"Jim Jackson","GF (2.1)","39","1140","-.056","-4.8","-1.32","16.8","6.1","4.8","3.5","0.3","1.4","4.1",2000,"cle"
"J.R. Reid","FC (5.0)","6","39",".252","4.8","0.20","12.3","9.8","1.2","1.2","1.2","2.5","4.9",2000,"cle"
"Lamond Murray","SF (3.1)","78","2225",".017","-2.6","0.79","21.5","7.3","2.7","3.0","0.6","1.8","3.7",2000,"cle"
"Larry Robinson","SG (2.0)","1","1","-1.583","-52.3","-0.03","0.0","0.0","0.0","48.0","0.0","0.0","0.0",2000,"cle"
"Matt Harpring","GF (2.5)","56","1615",".074","-0.8","2.49","18.5","7.2","3.0","2.7","0.5","1.2","4.8",2000,"cle"
"Michael Hawkins","SG (2.0)","10","76","-.028","-3.9","-0.04","5.1","3.2","8.2","3.8","0.0","1.3","8.2",2000,"cle"
"Robert Traylor","FC (5.0)","70","1212",".095","-0.1","2.41","15.9","11.9","2.5","3.9","3.0","1.9","8.1",2000,"cle"
"Trajan Langdon","SG (2.0)","65","1116",".059","-1.2","1.38","16.7","3.8","3.5","2.2","0.4","1.6","4.9",2000,"cle"
"Wesley Person","GF (2.0)","44","958",".076","-0.7","1.53","15.7","6.5","3.2","2.0","0.6","1.4","3.1",2000,"cle"
"Zydrunas Ilgauskas","C (5.0)","24","616",".050","-1.5","0.64","21.9","12.5","1.4","4.7","2.9","1.2","6.1",2000,"cle"
"Andre Miller","PG (1.0)","81","3023",".225","3.9","14.20","21.2","6.0","14.0","3.9","0.5","2.0","3.6",2001,"cle"
"Bimbo Coles","PG (1.0)","47","693",".014","-2.6","0.21","10.3","3.8","7.4","2.1","0.3","0.9","4.1",2001,"cle"
"Brian Skinner","FC (4.5)","65","1107",".159","1.9","3.66","9.7","12.2","0.7","1.8","2.6","1.0","5.6",2001,"cle"
"Bryant Stith","GF (2.0)","50","665",".066","-1.0","0.92","15.0","6.1","3.0","2.2","0.4","2.1","3.0",2001,"cle"
"Chris Mihm","FC (4.5)","74","1659","-.061","-5.0","-2.11","16.5","11.3","0.7","2.8","2.6","0.5","7.5",2001,"cle"
"DeSagana Diop","FC (5.0)","18","109","-.224","-10.0","-0.51","11.0","7.5","2.2","5.3","4.4","0.4","8.4",2001,"cle"
"Jeff Trepagnier","SG (2.0)","12","77","-.047","-4.6","-0.08","11.2","7.5","7.5","6.9","2.5","5.0","5.0",2001,"cle"
"Jumaine Jones","SF (4.0)","81","2142",".079","-0.6","3.54","15.0","11.0","2.6","1.8","1.0","1.7","4.1",2001,"cle"
"Lamond Murray","SF (3.0)","71","2312",".073","-0.8","3.52","24.4","7.7","3.3","2.9","0.9","1.5","3.1",2001,"cle"
"Michael Doleac","C (5.0)","42","705","-.028","-4.0","-0.42","13.2","11.4","1.7","2.5","0.7","1.0","6.7",2001,"cle"
"Ricky Davis","GF (2.2)","82","1954",".049","-1.5","2.01","23.6","6.0","4.4","3.6","0.6","1.7","3.6",2001,"cle"
"Trajan Langdon","SG (1.5)","44","477",".005","-2.9","0.05","21.0","5.5","6.0","4.0","0.5","1.3","4.9",2001,"cle"
"Tyrone Hill","FC (4.5)","26","810",".069","-0.9","1.16","12.4","16.2","1.4","2.8","0.8","1.0","6.0",2001,"cle"
"Wesley Person","GF (2.5)","78","2793",".161","1.9","9.37","20.2","5.1","3.0","1.3","0.6","1.3","1.6",2001,"cle"
"Zydrunas Ilgauskas","C (5.0)","62","1329",".007","-2.9","0.19","24.9","12.1","2.5","3.4","3.0","0.6","6.8",2001,"cle"
"Bimbo Coles","PG (1.0)","21","516","-.057","-4.8","-0.61","9.5","4.5","5.2","1.7","0.4","1.0","4.0",2002,"cle"
"Carlos Boozer","FC (4.3)","81","2049",".187","2.7","7.97","19.0","14.3","2.5","2.4","1.2","1.4","5.2",2002,"cle"
"Chris Mihm","FC (4.5)","52","809",".002","-3.0","0.03","18.3","13.7","1.7","2.8","2.3","1.1","7.4",2002,"cle"
"Dajuan Wagner","G (1.9)","47","1385","-.122","-6.9","-3.52","21.8","2.8","4.5","2.9","0.2","1.3","3.7",2002,"cle"
"Darius Miles","SF (3.3)","67","2007","-.022","-3.8","-0.92","14.8","8.7","4.2","4.3","1.7","1.6","3.8",2002,"cle"
"DeSagana Diop","FC (4.5)","80","944","0","-3.1","0.01","6.1","10.9","2.2","2.8","4.1","1.7","7.5",2002,"cle"
"Jumaine Jones","SF (3.0)","80","2204",".102","0.1","4.67","17.1","8.8","2.4","2.3","0.5","1.5","3.8",2002,"cle"
"Michael Stewart","FC (4.0)","47","251","-.015","-3.5","-0.08","6.9","10.5","1.1","1.9","2.9","0.4","8.0",2002,"cle"
"Milt Palacio","PG (1.0)","80","1976",".041","-1.8","1.70","9.6","5.7","6.3","3.2","0.4","1.7","4.1",2002,"cle"
"Ricky Davis","GF (2.1)","79","3130",".007","-2.9","0.43","24.9","6.0","6.7","4.2","0.6","1.9","2.8",2002,"cle"
"Smush Parker","PG (1.0)","66","1103","-.014","-3.5","-0.31","17.8","5.2","7.0","5.8","0.5","2.1","4.6",2002,"cle"
"Tierre Brown","PG (1.0)","14","167",".145","1.4","0.50","18.7","8.6","11.2","6.3","0.0","3.7","2.6",2002,"cle"
"Tyrone Hill","FC (4.0)","32","855",".074","-0.8","1.31","11.4","15.0","1.8","2.9","1.1","1.7","5.8",2002,"cle"
"Zydrunas Ilgauskas","C (5.0)","81","2434",".021","-2.4","1.06","27.4","12.0","2.5","4.1","3.0","1.1","5.4",2002,"cle"
"Bruno Sundov","C (5.0)","4","29","-.295","-12.2","-0.18","14.9","16.6","0.0","5.0","0.0","0.0","11.6",2003,"cle"
"Carlos Boozer","FC (4.1)","75","2592",".222","3.8","12.00","21.5","15.9","2.7","2.5","1.0","1.4","3.7",2003,"cle"
"Chris Mihm","FC (4.5)","22","391",".153","1.7","1.24","18.7","17.2","1.2","3.1","2.7","1.1","7.1",2003,"cle"
"Dajuan Wagner","G (1.0)","44","708","-.161","-8.1","-2.38","19.5","3.9","3.5","2.8","0.5","1.8","6.0",2003,"cle"
"Darius Miles","SF (3.0)","37","888",".036","-2.0","0.66","17.8","9.0","4.3","3.0","1.5","1.4","4.5",2003,"cle"
"DeSagana Diop","FC (4.5)","56","730",".104","0.2","1.58","8.3","13.1","2.2","1.9","3.4","1.7","7.6",2003,"cle"
"Eric Williams","GF (2.1)","50","1373",".026","-2.3","0.75","16.4","6.7","3.3","2.0","0.3","1.7","4.5",2003,"cle"
"Ira Newble","GF (2.0)","64","1245",".015","-2.6","0.39","9.8","6.0","2.8","2.1","0.7","1.0","4.2",2003,"cle"
"Jason Kapono","GF (2.0)","41","427",".034","-2.0","0.30","16.3","6.2","1.6","2.4","0.2","1.5","4.6",2003,"cle"
"Jeff McInnis","PG (1.0)","31","1096",".114","0.5","2.60","15.9","3.6","10.2","2.6","0.2","1.6","3.0",2003,"cle"
"Jelani McCoy","FC (4.5)","2","12","-.096","-6.1","-0.02","0.0","16.0","0.0","4.0","0.0","0.0","16.0",2003,"cle"
"J.R. Bremer","G (1.0)","31","403","-.094","-6.0","-0.79","13.1","3.9","4.6","2.3","0.5","2.1","3.2",2003,"cle"
"Kedrick Brown","GF (2.0)","34","561",".143","1.4","1.67","15.3","6.7","3.3","1.5","0.4","1.1","3.6",2003,"cle"
"Kevin Ollie","PG (1.0)","82","1401",".129","0.9","3.77","11.7","5.8","8.0","2.8","0.3","1.7","4.1",2003,"cle"
"LeBron James","SF (3.1)","79","3122",".046","-1.7","2.97","25.4","6.6","7.1","4.2","0.9","2.0","2.3",2003,"cle"
"Lee Nailon","F (4.0)","22","397","-.090","-5.9","-0.75","20.6","8.0","2.1","2.5","0.1","0.5","4.4",2003,"cle"
"Mateen Cleaves","PG (1.0)","4","92","-.064","-5.1","-0.12","7.8","3.7","9.9","2.6","1.0","2.1","6.8",2003,"cle"
"Michael Stewart","FC (4.0)","8","76",".066","-1.0","0.11","5.1","11.4","0.0","0.6","5.1","0.6","13.3",2003,"cle"
"Ricky Davis","GF (1.7)","22","796",".029","-2.2","0.48","20.3","7.3","6.7","4.1","0.5","1.5","3.1",2003,"cle"
"Tony Battie","FC (4.5)","50","977",".063","-1.1","1.28","13.4","11.8","1.8","1.9","2.3","0.9","5.1",2003,"cle"
"Zydrunas Ilgauskas","C (5.0)","81","2539",".135","1.1","7.16","23.4","12.3","2.1","3.1","3.8","0.7","5.2",2003,"cle"
"Anderson Varejao","FC (4.0)","54","863",".240","4.4","4.32","14.8","14.3","1.5","1.4","2.1","2.3","6.8",2004,"cle"
"Dajuan Wagner","G (2.0)","11","102","-.352","-14.0","-0.75","20.7","0.9","6.1","4.2","0.0","2.4","7.1",2004,"cle"
"DeSagana Diop","FC (4.5)","39","306","-.037","-4.2","-0.24","6.3","11.0","2.4","1.9","4.2","1.3","8.3",2004,"cle"
"Drew Gooden","FC (4.5)","82","2523",".161","1.9","8.46","22.5","14.3","2.5","2.5","1.4","1.5","4.4",2004,"cle"
"Eric Snow","PG (1.0)","81","1844",".095","-0.1","3.67","8.4","4.0","8.3","2.3","0.4","1.7","4.9",2004,"cle"
"Ira Newble","GF (2.1)","74","1832",".080","-0.6","3.04","11.5","5.8","2.4","1.6","0.5","1.3","3.8",2004,"cle"
"Jeff McInnis","PG (1.2)","76","2651",".043","-1.8","2.35","17.7","2.8","7.1","2.1","0.0","1.0","3.2",2004,"cle"
"Jerome Moiso","PF (4.0)","4","27",".243","4.5","0.14","10.7","12.4","1.8","0.0","3.6","1.8","7.1",2004,"cle"
"Jiri Welsch","GF (2.0)","16","192","-.101","-6.2","-0.40","11.5","7.0","4.8","3.8","0.0","1.2","4.0",2004,"cle"
"LeBron James","SF (3.0)","80","3388",".250","4.7","17.64","30.8","8.3","8.2","3.7","0.7","2.5","2.1",2004,"cle"
"Lucious Harris","SG (2.0)","73","1128",".055","-1.4","1.29","13.3","5.1","2.1","1.2","0.3","1.1","2.9",2004,"cle"
"Luke Jackson","SF (3.0)","10","43","-.089","-5.8","-0.08","32.4","6.7","3.3","2.2","0.0","0.0","4.5",2004,"cle"
"Robert Traylor","FC (4.0)","74","1327",".032","-2.1","0.88","14.8","12.0","2.2","2.6","1.8","2.0","7.8",2004,"cle"
"Sasha Pavlovic","GF (2.5)","65","862","-.032","-4.1","-0.57","17.5","4.0","2.7","2.6","0.2","1.6","6.7",2004,"cle"
"Scott Williams","FC (4.0)","19","152","-.098","-6.1","-0.31","10.4","9.5","2.5","1.6","1.9","1.3","9.5",2004,"cle"
"Zydrunas Ilgauskas","C (5.0)","78","2615",".117","0.6","6.39","24.2","12.3","1.8","3.5","3.0","1.0","5.7",2004,"cle"
"Alan Henderson","PF (4.0)","51","489",".185","2.7","1.89","12.5","13.5","1.0","2.2","1.2","0.9","5.7",2005,"cle"
"Anderson Varejao","FC (4.5)","48","749",".207","3.4","3.24","14.0","15.1","1.2","1.7","1.2","2.0","7.6",2005,"cle"
"Damon Jones","PG (1.0)","82","1956",".076","-0.7","3.12","13.5","3.3","4.1","1.3","0.0","0.9","2.7",2005,"cle"
"Donyell Marshall","F (4.0)","81","1946",".086","-0.4","3.51","18.5","12.1","1.5","2.2","1.0","1.5","3.9",2005,"cle"
"Drew Gooden","FC (4.6)","79","2048",".213","3.6","9.11","19.8","15.6","1.3","2.5","1.1","1.2","4.5",2005,"cle"
"Eric Snow","PG (1.3)","82","2181",".069","-0.9","3.15","8.6","4.4","7.6","2.6","0.4","1.7","4.8",2005,"cle"
"Ira Newble","GF (2.0)","36","283",".017","-2.5","0.10","8.1","9.5","1.5","2.0","1.7","0.8","8.0",2005,"cle"
"Larry Hughes","GF (2.0)","36","1281",".035","-2.0","0.95","20.9","6.0","4.9","3.7","0.8","2.0","4.4",2005,"cle"
"LeBron James","SF (3.0)","79","3144",".246","4.6","16.13","37.8","8.5","8.0","4.0","1.0","1.9","2.8",2005,"cle"
"Luke Jackson","SF (3.0)","36","259","-.023","-3.8","-0.13","17.8","7.4","4.6","5.7","0.4","2.0","5.6",2005,"cle"
"Martynas Andriuskevicius","C (5.0)","6","9",".464","11.4","0.09","0.0","20.5","0.0","0.0","0.0","10.3","5.1",2005,"cle"
"Mike Wilks","PG (1.0)","37","154","-.217","-9.8","-0.70","13.1","8.4","5.6","4.7","0.3","2.5","8.4",2005,"cle"
"Ronald Murray","GF (2.0)","28","1027",".034","-2.0","0.72","17.6","3.1","3.6","2.6","0.3","1.8","3.0",2005,"cle"
"Sasha Pavlovic","GF (2.4)","53","806","-.025","-3.9","-0.42","14.3","4.8","1.5","2.5","0.4","1.1","6.1",2005,"cle"
"Stephen Graham","GF (2.0)","13","117","-.060","-4.9","-0.15","14.8","7.0","1.2","2.9","0.8","1.2","9.4",2005,"cle"
"Zendon Hamilton","FC (5.0)","11","45",".122","0.7","0.12","26.4","11.6","0.0","6.3","0.0","3.2","4.2",2005,"cle"
"Zydrunas Ilgauskas","C (5.0)","78","2130",".186","2.7","8.25","27.4","13.3","2.1","3.5","3.1","0.9","6.3",2005,"cle"
"Anderson Varejao","FC (4.3)","81","1892",".188","2.8","7.40","13.9","13.8","1.9","1.7","1.3","1.9","6.8",2006,"cle"
"Damon Jones","PG (1.0)","60","1150",".056","-1.3","1.35","16.4","2.8","3.9","1.5","0.1","0.7","2.2",2006,"cle"
"Daniel Gibson","G (1.1)","60","974",".093","-0.2","1.89","13.6","4.5","3.4","2.2","0.4","1.1","4.6",2006,"cle"
"David Wesley","SG (2.0)","35","352",".018","-2.5","0.13","9.9","4.8","5.0","2.3","0.5","1.6","4.4",2006,"cle"
"Donyell Marshall","F (4.0)","81","1340",".100","0.0","2.78","20.3","11.6","1.6","2.4","1.5","1.4","4.7",2006,"cle"
"Drew Gooden","FC (4.5)","80","2182",".151","1.6","6.86","19.5","15.0","1.9","2.5","0.6","1.5","4.6",2006,"cle"
"Dwayne Jones","FC (4.5)","4","18","-.111","-6.5","-0.04","7.9","15.8","0.0","5.3","0.0","0.0","7.9",2006,"cle"
"Eric Snow","PG (1.0)","82","1877",".102","0.1","4.01","8.7","4.8","8.4","2.8","0.4","1.4","4.7",2006,"cle"
"Ira Newble","GF (2.5)","15","118",".273","5.4","0.67","18.6","12.2","0.8","1.2","0.0","2.4","6.9",2006,"cle"
"Larry Hughes","GF (2.0)","70","2518",".026","-2.3","1.37","19.9","5.1","4.9","2.9","0.5","1.7","3.1",2006,"cle"
"LeBron James","SF (3.1)","78","3105",".206","3.3","13.30","33.0","8.1","7.3","3.9","0.9","1.9","2.6",2006,"cle"
"Sasha Pavlovic","GF (2.5)","67","1497",".068","-1.0","2.13","19.4","5.1","3.4","3.3","0.5","1.8","4.6",2006,"cle"
"Scot Pollard","C (5.0)","24","109",".032","-2.1","0.07","10.6","13.7","1.3","1.8","0.4","1.8","11.9",2006,"cle"
"Shannon Brown","GF (2.0)","23","201","-.082","-5.6","-0.34","17.4","5.0","2.4","3.3","0.7","1.7","5.7",2006,"cle"
"Zydrunas Ilgauskas","C (5.0)","78","2061",".143","1.4","6.13","21.5","13.9","2.9","3.3","2.3","1.1","6.0",2006,"cle"
"Anderson Varejao","FC (4.1)","48","1319",".140","1.3","3.84","11.7","14.5","1.9","2.1","0.9","1.3","4.9",2007,"cle"
"Ben Wallace","FC (4.5)","22","577",".229","4.0","2.76","7.7","13.5","1.1","1.5","3.1","1.6","2.9",2007,"cle"
"Billy Thomas","G (1.5)","7","34","-.294","-12.2","-0.21","17.1","2.9","0.0","4.3","0.0","1.4","5.7",2007,"cle"
"Cedric Simmons","FC (4.5)","7","68","-.028","-3.9","-0.04","2.8","10.5","0.0","2.8","3.5","1.4","4.9",2007,"cle"
"Damon Jones","PG (1.0)","67","1336",".108","0.3","3.00","15.7","2.6","4.5","1.3","0.0","0.7","2.4",2007,"cle"
"Daniel Gibson","G (1.0)","58","1765",".107","0.3","3.95","16.5","3.6","3.9","2.1","0.4","1.3","4.4",2007,"cle"
"Delonte West","G (1.3)","26","806",".152","1.7","2.56","16.0","5.8","6.9","3.0","1.1","1.7","3.5",2007,"cle"
"Demetris Nichols","SF (3.0)","3","14","-.939","-32.3","-0.28","6.8","3.4","0.0","6.8","0.0","0.0","0.0",2007,"cle"
